frame,face_id,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,Distraction,Time,Drive,Stimulus,Failure,Palm.EDA,Heart.Rate,Breathing.Rate,Perinasal.Perspiration,Speed,Acceleration,Brake,Steering,LaneOffset,Lane.Position,Distance,Gaze.X.Pos,Gaze.Y.Pos,Lft.Pupil.Diameter,Rt.Pupil.Diameter
1,0,0,0.88,1,0.056244,0.042582,-0.997509,-0.09175,0.030688,-0.995309,-0.018,0.037,-9.5,38.8,259.3,-0.175,0.042,0.016,0,0,0,0,1.01,0,0.31,0.79,0.87,2.01,0.24,1.07,0.03,1.04,0.46,0.62,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,4,0,0,82.3683,65,7.3,0.007204357,0.017880253,0,265.2923584,-0.083791229,-0.100189447,1.925189447,8.06E-06,0,0,0,0
2,0,0.036,0.98,1,0.082238,0.172704,-0.981535,-0.085885,0.161408,-0.983143,-0.002,0.168,-9.5,37.1,254.4,-0.123,0.042,0.028,0,0,0,0,1,0,0.19,0.72,0.97,2.06,0.18,0.77,0.06,0.79,0.67,0.41,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,4,0,0,82.3683,65,7.3,0.007204357,0.017880253,0,265.2923584,-0.083791229,-0.100189447,1.925189447,8.06E-06,0,0,0,0
3,0,0.071,0.98,1,0.04824,0.136631,-0.989447,-0.108529,0.187783,-0.976196,-0.031,0.164,-9.6,36.3,252.5,-0.092,0.039,0.04,0,0,0,0,1,0,0.11,0.63,1.02,2.17,0.13,0.61,0.11,0.61,0.89,0.35,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,4,0,0,82.3683,65,7.3,0.007204357,0.017880253,0,265.2923584,-0.083791229,-0.100189447,1.925189447,8.06E-06,0,0,0,0
4,0,0.107,0.98,1,0.055963,0.146057,-0.987692,-0.101428,0.19621,-0.975302,-0.023,0.173,-9.7,36.2,252.8,-0.085,0.04,0.045,0,0,0,0,1.05,0,0.1,0.67,1.05,2.29,0.14,0.61,0.25,0.55,1,0.49,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,4,0,0,82.3683,65,7.3,0.007204357,0.017880253,0,265.2923584,-0.083791229,-0.100189447,1.925189447,8.06E-06,0,0,0,0
5,0,0.143,0.98,1,0.045058,0.150003,-0.987658,-0.103478,0.187533,-0.976792,-0.03,0.17,-9.8,36.3,252.5,-0.078,0.041,0.047,0,0,0,0,1.09,0.04,0.09,0.65,1.06,2.28,0.18,0.65,0.32,0.53,1,0.5,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,4,0,0,82.3683,65,7.3,0.007204357,0.017880253,0,265.2923584,-0.083791229,-0.100189447,1.925189447,8.06E-06,0,0,0,0
6,0,0.179,0.98,1,0.01641,0.164984,-0.98616,-0.102923,0.196244,-0.975138,-0.044,0.182,-9.8,36.4,252.9,-0.073,0.044,0.048,0,0,0,0,1.15,0.07,0.08,0.69,1.06,2.24,0.24,0.71,0.33,0.52,0.93,0.46,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,4,0,0,82.3683,65,7.3,0.007204357,0.017880253,0,265.2923584,-0.083791229,-0.100189447,1.925189447,8.06E-06,0,0,0,0
7,0,0.214,0.98,1,-0.011319,0.172416,-0.984959,-0.109705,0.203342,-0.972942,-0.062,0.19,-9.9,36.5,253.4,-0.076,0.045,0.049,0,0,0,0,1.18,0.07,0.09,0.71,1.06,2.28,0.3,0.77,0.29,0.5,0.93,0.4,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,4,0,0,82.3683,65,7.3,0.007204357,0.017880253,0,265.2923584,-0.083791229,-0.100189447,1.925189447,8.06E-06,0,0,0,0
8,0,0.25,0.98,1,-0.008784,0.175786,-0.984389,-0.096446,0.200855,-0.974862,-0.054,0.19,-9.9,36.6,253.9,-0.076,0.046,0.05,0,0,0,0,1.22,0.03,0.11,0.7,1.08,2.29,0.26,0.76,0.29,0.45,0.93,0.35,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,4,0,0,82.3683,65,7.3,0.007204357,0.017880253,0,265.2923584,-0.083791229,-0.100189447,1.925189447,8.06E-06,0,0,0,0
9,0,0.286,0.98,1,-0.012109,0.168664,-0.985599,-0.075402,0.199105,-0.977073,-0.045,0.185,-10,36.8,254.6,-0.077,0.045,0.049,0,0,0,0,1.21,0,0.11,0.74,1.1,2.3,0.25,0.74,0.38,0.43,0.88,0.33,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,4,0,0,82.3683,65,7.3,0.007204357,0.017880253,0,265.2923584,-0.083791229,-0.100189447,1.925189447,8.06E-06,0,0,0,0
10,0,0.321,0.98,1,-0.009914,0.168023,-0.985733,-0.083095,0.192203,-0.977831,-0.047,0.181,-10,36.7,253.8,-0.079,0.042,0.048,0,0,0,0,1.24,0,0.09,0.76,1.12,2.26,0.17,0.73,0.44,0.43,0.82,0.29,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,4,0,0,82.3683,65,7.3,0.007204357,0.017880253,0,265.2923584,-0.083791229,-0.100189447,1.925189447,8.06E-06,0,0,0,0
