frame,face_id,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,Distraction,Time,Drive,Stimulus,Failure,Palm.EDA,Heart.Rate,Breathing.Rate,Perinasal.Perspiration,Speed,Acceleration,Brake,Steering,LaneOffset,Lane.Position,Distance,Gaze.X.Pos,Gaze.Y.Pos,Lft.Pupil.Diameter,Rt.Pupil.Diameter
1,0,0.0,0.93,1,0.285943,0.29888,-0.910444,-0.135175,0.333581,-0.93298,0.082,0.331,-41.3,-23.0,293.8,0.044,-0.007,-0.001,0.0,0.0,1.69,0.0,0.61,2.08,2.53,1.68,0.12,1.76,1.63,0.0,0.0,0.0,1.37,0.0,0.96,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,1,4,0,0,90.6766,77.0,11.2,0.007712426,-0.01780769954546,0.0,263.5345459,-0.07995639,-0.100005388,1.925005388,0.0,0.0,0.0,0.003888,0.00361
2,0,0.037,0.88,1,0.290893,0.322419,-0.900792,-0.132821,0.290709,-0.947548,0.085,0.32,-41.6,-22.9,295.9,0.044,-0.004,0.004,0.0,0.0,2.11,0.0,0.74,2.33,2.84,1.71,0.04,2.06,1.61,0.0,0.0,0.0,1.15,0.0,0.93,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,1,4,0,0,90.6766,77.0,11.2,0.007712426,-0.01780769954546,0.0,263.5345459,-0.07995639,-0.100005388,1.925005388,0.0,0.0,0.0,0.003888,0.00361
3,0,0.074,0.88,1,0.276246,0.336097,-0.900404,-0.111649,0.281496,-0.953045,0.089,0.322,-41.6,-22.8,295.7,0.055,-0.006,0.008,0.0,0.0,2.36,0.0,0.82,2.49,3.08,1.73,0.02,2.12,1.54,0.0,0.0,0.0,1.02,0.0,0.89,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,1,4,0,0,90.6766,77.0,11.2,0.007712426,-0.01780769954546,0.0,263.5345459,-0.07995639,-0.100005388,1.925005388,0.0,0.0,0.0,0.003888,0.00361
4,0,0.111,0.88,1,0.263786,0.338351,-0.903292,-0.149225,0.329509,-0.932285,0.062,0.349,-41.8,-22.8,296.0,0.064,-0.006,0.01,0.0,0.0,2.46,0.0,0.86,2.52,3.18,1.72,0.05,2.08,1.51,0.0,0.0,0.0,1.07,0.0,0.73,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,1,4,0,0,90.6766,77.0,11.2,0.007712426,-0.01780769954546,0.0,263.5345459,-0.07995639,-0.100005388,1.925005388,0.0,0.0,0.0,0.003888,0.00361
5,0,0.148,0.88,1,0.277582,0.338764,-0.898992,-0.140587,0.333053,-0.932368,0.075,0.352,-41.9,-22.9,295.7,0.07,-0.006,0.014,0.0,0.0,2.57,0.0,0.93,2.61,3.24,1.69,0.05,2.12,1.43,0.0,0.0,0.0,1.03,0.0,0.42,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,1,4,0,0,90.6766,77.0,11.2,0.007712426,-0.01780769954546,0.0,263.5345459,-0.07995639,-0.100005388,1.925005388,0.0,0.0,0.0,0.003888,0.00361
6,0,0.185,0.88,1,0.310076,0.357015,-0.881132,0.058227,0.232273,-0.970906,0.196,0.308,-41.4,-23.1,293.4,0.064,-0.008,0.018,0.0,0.0,2.6,0.0,1.05,2.44,3.14,1.63,0.03,2.22,1.34,0.0,0.0,0.0,1.08,0.0,0.14,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,1,4,0,0,90.6766,77.0,11.2,0.007712426,-0.01780769954546,0.0,263.5345459,-0.07995639,-0.100005388,1.925005388,0.0,0.0,0.0,0.003888,0.00361
7,0,0.222,0.88,1,0.129306,0.221477,-0.966555,0.00658,0.218986,-0.975706,0.07,0.223,-40.6,-23.5,288.7,0.069,-0.014,0.023,0.0,0.0,2.23,0.0,1.08,1.86,2.89,1.66,0.18,2.31,1.25,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,1,4,0,0,90.6766,77.0,11.2,0.007712426,-0.01780769954546,0.0,263.5345459,-0.07995639,-0.100005388,1.925005388,0.0,0.0,0.0,0.003888,0.00361
8,0,0.259,0.98,1,0.117317,0.121597,-0.985622,0.056578,0.174121,-0.983097,0.088,0.149,-41.2,-24.9,290.2,0.04,-0.004,0.02,0.0,0.0,1.75,0.0,1.0,1.23,2.55,1.73,0.43,2.25,1.08,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,4,0,0,90.6766,77.0,11.2,0.007712426,-0.01780769954546,0.0,263.5345459,-0.07995639,-0.100005388,1.925005388,0.0,0.0,0.0,0.003888,0.00361
9,0,0.296,0.98,1,0.11034,0.123729,-0.986162,0.078954,0.140579,-0.986916,0.096,0.133,-40.9,-25.0,286.5,0.041,-0.01,0.018,0.0,0.0,1.32,0.0,0.89,0.83,2.27,1.84,0.69,2.18,0.98,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,4,0,0,90.6766,77.0,11.2,0.007712426,-0.01780769954546,0.0,263.5345459,-0.07995639,-0.100005388,1.925005388,0.0,0.0,0.0,0.003888,0.00361
10,0,0.333,0.98,1,0.108288,0.144322,-0.983588,0.086105,0.081994,-0.992906,0.098,0.114,-40.8,-25.0,285.5,0.04,-0.017,0.016,0.0,0.0,1.22,0.0,0.85,0.82,2.12,1.84,0.77,2.13,0.88,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,4,0,0,90.6766,77.0,11.2,0.007712426,-0.01780769954546,0.0,263.5345459,-0.07995639,-0.100005388,1.925005388,0.0,0.0,0.0,0.003888,0.00361
